"STATISTIC","Statistic Label","TLIST(M1)","Month","C02431V02938","Meteorological Weather Station","UNIT","VALUE"
"MTM02C4","Highest Temperature","197407","1974M07","011","Malin head","Degrees C","19.6"
"MTM02C4","Highest Temperature","197407","1974M07","012","Mullingar","Degrees C","21.1"
"MTM02C4","Highest Temperature","197407","1974M07","013","Roches Point","Degrees C","21.6"
"MTM02C4","Highest Temperature","197407","1974M07","014","Rosslare","Degrees C","21.4"
"MTM02C4","Highest Temperature","197407","1974M07","015","Shannon airport","Degrees C","20.6"
"MTM02C4","Highest Temperature","197408","1974M08","001","Belmullet","Degrees C","20"
"MTM02C4","Highest Temperature","197408","1974M08","002","Birr","Degrees C","21.6"
"MTM02C4","Highest Temperature","197408","1974M08","003","Valentia Observatory","Degrees C","20.5"
"MTM02C4","Highest Temperature","197408","1974M08","004","Casement","Degrees C","21.2"
"MTM02C4","Highest Temperature","197408","1974M08","005","Claremorris","Degrees C","20.5"
"MTM02C4","Highest Temperature","197408","1974M08","006","Clones","Degrees C","19.9"
"MTM02C4","Highest Temperature","197408","1974M08","007","Cork airport","Degrees C","20.1"
"MTM02C4","Highest Temperature","197408","1974M08","008","Dublin airport","Degrees C","21.5"
"MTM02C4","Highest Temperature","197408","1974M08","009","Galway","Degrees C",""
"MTM02C4","Highest Temperature","197408","1974M08","010","Kilkenny","Degrees C","21.6"
"MTM02C4","Highest Temperature","197408","1974M08","011","Malin head","Degrees C","20.9"
"MTM02C4","Highest Temperature","197408","1974M08","012","Mullingar","Degrees C","20.6"
"MTM02C4","Highest Temperature","197408","1974M08","013","Roches Point","Degrees C","19.1"
"MTM02C4","Highest Temperature","197408","1974M08","014","Rosslare","Degrees C","19.7"
"MTM02C4","Highest Temperature","197408","1974M08","015","Shannon airport","Degrees C","21.2"
"MTM02C4","Highest Temperature","197409","1974M09","001","Belmullet","Degrees C","19"
"MTM02C4","Highest Temperature","197409","1974M09","002","Birr","Degrees C","17.3"
"MTM02C4","Highest Temperature","197409","1974M09","003","Valentia Observatory","Degrees C","17.3"
"MTM02C4","Highest Temperature","197409","1974M09","004","Casement","Degrees C","19.1"
"MTM02C4","Highest Temperature","197409","1974M09","005","Claremorris","Degrees C","17.7"
"MTM02C4","Highest Temperature","197409","1974M09","006","Clones","Degrees C","17.6"
"MTM02C4","Highest Temperature","197409","1974M09","007","Cork airport","Degrees C","16.9"
"MTM02C4","Highest Temperature","197409","1974M09","008","Dublin airport","Degrees C","18"
"MTM02C4","Highest Temperature","197409","1974M09","009","Galway","Degrees C",""
"MTM02C4","Highest Temperature","197409","1974M09","010","Kilkenny","Degrees C","19"
"MTM02C4","Highest Temperature","197409","1974M09","011","Malin head","Degrees C","17.3"
"MTM02C4","Highest Temperature","197409","1974M09","012","Mullingar","Degrees C","17.7"
"MTM02C4","Highest Temperature","197409","1974M09","013","Roches Point","Degrees C","17.3"
"MTM02C4","Highest Temperature","197409","1974M09","014","Rosslare","Degrees C","16.8"
"MTM02C4","Highest Temperature","197409","1974M09","015","Shannon airport","Degrees C","17.9"
"MTM02C4","Highest Temperature","197410","1974M10","001","Belmullet","Degrees C","13.7"
"MTM02C4","Highest Temperature","197410","1974M10","002","Birr","Degrees C","14.1"
"MTM02C4","Highest Temperature","197410","1974M10","003","Valentia Observatory","Degrees C","13.9"
"MTM02C4","Highest Temperature","197410","1974M10","004","Casement","Degrees C","13.4"
"MTM02C4","Highest Temperature","197410","1974M10","005","Claremorris","Degrees C","14"
"MTM02C4","Highest Temperature","197410","1974M10","006","Clones","Degrees C","13.9"
"MTM02C4","Highest Temperature","197410","1974M10","007","Cork airport","Degrees C","13.6"
"MTM02C4","Highest Temperature","197410","1974M10","008","Dublin airport","Degrees C","13.4"
"MTM02C4","Highest Temperature","197410","1974M10","009","Galway","Degrees C",""
